timestamp,location,vehicle_type,base_price,traffic_level,occupancy_rate,weather,day_of_week,is_holiday,demand_level
2024-02-11 09:09:00,Zone A,Car,40.06,Medium,0.79,Rain,Sunday,0,37.98
2024-01-03 16:55:00,Zone A,Car,86.42,Medium,0.55,Clear,Wednesday,0,57.04
2024-02-04 19:52:00,Zone C,Bike,32.22,High,0.66,Clear,Sunday,0,31.9
2024-03-01 04:09:00,Zone C,Bus,83.42,Low,0.45,Fog,Friday,1,37.54
2024-02-14 14:58:00,Zone C,Bike,63.4,High,0.76,Clear,Wednesday,0,72.28
2024-02-09 04:14:00,Zone A,Bus,56.01,Medium,0.8,Storm,Friday,1,53.77
2024-01-04 06:36:00,Zone A,Truck,64.53,Medium,0.63,Rain,Thursday,1,48.78
2024-02-09 04:50:00,Zone A,Bike,77.26,Medium,0.94,Clear,Friday,1,87.15
2024-03-01 01:57:00,Zone C,Bus,58.07,Low,0.52,Clear,Friday,1,30.2
2024-01-24 23:23:00,Zone B,Bus,69.36,Medium,0.48,Fog,Wednesday,1,39.95
2024-01-06 14:10:00,Zone A,Car,30.26,Medium,0.73,Fog,Saturday,0,26.51
2024-02-26 21:40:00,Zone B,Bus,27.79,Medium,0.86,Fog,Monday,1,28.68
2024-02-01 23:21:00,Zone A,Truck,39.81,High,0.95,Fog,Thursday,0,56.73
2024-03-03 14:56:00,Zone A,Bike,29.16,Low,0.63,Clear,Sunday,1,18.37
2024-01-04 09:39:00,Zone B,Bus,65.44,Medium,0.86,Fog,Thursday,0,67.53
2024-03-04 08:20:00,Zone B,Car,98.86,Medium,0.69,Storm,Monday,1,81.86
2024-02-22 02:43:00,Zone A,Bus,28.0,High,0.67,Rain,Thursday,1,28.14
2024-02-15 05:07:00,Zone C,Bike,33.33,Medium,0.83,Fog,Thursday,1,33.2
2024-01-19 08:44:00,Zone B,Car,87.23,High,0.8,Rain,Friday,1,104.68
2024-01-25 03:14:00,Zone A,Bike,99.7,Medium,0.46,Rain,Thursday,0,55.03
2024-03-06 07:51:00,Zone C,Car,67.35,Medium,0.92,Clear,Wednesday,1,74.35
2024-02-08 21:01:00,Zone A,Bike,83.65,High,0.91,Fog,Thursday,1,114.18
2024-02-09 09:42:00,Zone C,Bike,36.01,Medium,0.61,Fog,Friday,1,26.36
2024-03-02 03:02:00,Zone C,Truck,90.47,High,0.76,Rain,Saturday,1,103.14
2024-01-20 09:12:00,Zone C,Bus,41.43,High,0.77,Storm,Saturday,0,47.85
2024-02-17 12:54:00,Zone A,Bike,57.0,Low,0.74,Rain,Saturday,1,42.18
2024-02-09 15:07:00,Zone B,Bike,88.81,Low,0.62,Rain,Friday,1,55.06
2024-01-25 07:07:00,Zone B,Truck,40.52,High,0.6,Rain,Thursday,1,36.47
2024-01-22 16:58:00,Zone A,Truck,35.35,Low,0.7,Fog,Monday,1,24.74
2024-02-14 04:20:00,Zone C,Bus,53.76,Low,0.88,Rain,Wednesday,0,47.31
2024-01-25 19:44:00,Zone A,Car,40.67,Medium,0.78,Rain,Thursday,0,38.07
2024-03-06 18:16:00,Zone B,Car,24.43,Low,0.64,Fog,Wednesday,1,15.64
2024-01-06 18:53:00,Zone B,Bike,73.73,Low,0.82,Storm,Saturday,0,60.46
2024-01-22 11:38:00,Zone A,Car,61.76,High,0.27,Fog,Monday,1,25.01
2024-01-09 05:09:00,Zone A,Car,81.86,Medium,0.87,Fog,Tuesday,1,85.46
2024-03-09 02:50:00,Zone C,Truck,94.84,Low,0.44,Rain,Saturday,0,41.73
2024-01-16 22:37:00,Zone A,Bike,55.16,Medium,0.65,Clear,Tuesday,1,43.02
2024-02-18 13:22:00,Zone B,Car,45.32,Medium,0.53,Storm,Sunday,0,28.82
2024-01-26 06:43:00,Zone A,Bike,58.02,Medium,0.51,Fog,Friday,0,35.51
2024-02-28 17:53:00,Zone C,Car,87.32,High,0.87,Clear,Wednesday,0,113.95
2024-01-24 00:38:00,Zone C,Bus,44.74,High,0.63,Fog,Wednesday,0,42.28
2024-02-18 16:31:00,Zone A,Bus,51.08,Medium,0.75,Fog,Sunday,1,45.97
2024-01-09 05:09:00,Zone A,Bike,36.83,Low,0.69,Storm,Tuesday,1,25.41
2024-02-28 15:46:00,Zone B,Car,41.92,Low,0.77,Storm,Wednesday,1,32.28
2024-03-08 01:52:00,Zone B,Bike,77.39,Low,0.71,Rain,Friday,1,54.95
2024-02-16 02:06:00,Zone A,Bike,53.67,High,0.51,Fog,Friday,1,41.06
2024-03-04 06:42:00,Zone A,Car,71.31,Low,0.85,Storm,Monday,0,60.61
2024-01-01 06:43:00,Zone B,Truck,70.26,Medium,0.63,Clear,Monday,0,53.12
2024-01-15 08:46:00,Zone A,Truck,87.76,High,0.47,Storm,Monday,1,61.87
2024-02-11 02:17:00,Zone B,Truck,40.85,High,0.64,Fog,Sunday,1,39.22
2024-01-19 01:59:00,Zone A,Bus,49.41,Medium,0.93,Storm,Friday,0,55.14
2024-01-02 21:17:00,Zone A,Truck,92.55,Medium,0.83,Rain,Tuesday,1,92.18
2024-03-04 19:55:00,Zone A,Car,52.08,Medium,0.65,Fog,Monday,0,40.62
2024-01-09 02:33:00,Zone B,Truck,95.78,Low,0.65,Clear,Tuesday,1,62.26
2024-02-11 07:08:00,Zone C,Bus,29.48,High,0.65,Rain,Sunday,0,28.74
2024-01-25 05:31:00,Zone B,Bus,50.57,Medium,1.0,Rain,Thursday,0,60.68
2024-01-26 18:09:00,Zone C,Truck,53.47,Medium,0.76,Rain,Friday,0,48.76
2024-01-27 09:56:00,Zone B,Truck,69.41,Low,0.76,Fog,Saturday,1,52.75
2024-01-08 19:17:00,Zone A,Bus,30.66,Medium,0.85,Storm,Monday,0,31.27
2024-03-05 22:18:00,Zone B,Bus,78.89,Medium,0.74,Clear,Tuesday,0,70.05
2024-02-20 16:47:00,Zone A,Car,46.63,Low,0.66,Storm,Tuesday,1,30.78
2024-02-25 04:38:00,Zone C,Car,20.43,High,0.67,Storm,Sunday,1,20.53
2024-02-05 22:13:00,Zone C,Bike,30.58,High,0.69,Clear,Monday,0,31.65
2024-01-24 16:36:00,Zone A,Bus,94.43,Medium,0.69,Rain,Wednesday,0,78.19
2024-01-29 21:11:00,Zone C,Bus,31.34,Low,0.81,Fog,Monday,0,25.39
2024-01-12 15:20:00,Zone B,Bike,79.83,Medium,0.71,Fog,Friday,1,68.02
2024-02-25 18:58:00,Zone B,Bike,54.86,Low,0.81,Fog,Sunday,1,44.44
2024-01-14 18:26:00,Zone C,Bus,24.26,Low,0.69,Clear,Sunday,0,16.74
2024-01-17 16:04:00,Zone A,Bus,40.82,High,0.71,Storm,Wednesday,1,43.47
2024-01-11 13:27:00,Zone B,Car,55.32,High,0.4,Storm,Thursday,1,33.19
2024-02-14 20:56:00,Zone A,Truck,29.89,Low,0.84,Rain,Wednesday,1,25.11
2024-01-17 10:38:00,Zone A,Bike,65.06,High,0.75,Rain,Wednesday,0,73.19
2024-02-17 21:05:00,Zone C,Truck,53.31,Low,0.85,Rain,Saturday,1,45.31
2024-03-02 14:43:00,Zone A,Bike,22.08,High,0.27,Clear,Saturday,1,8.94
2024-02-04 00:03:00,Zone C,Car,86.96,Low,1.0,Clear,Sunday,0,86.96
2024-02-11 21:23:00,Zone C,Bus,56.32,Medium,0.68,Clear,Sunday,1,45.96
2024-01-04 23:47:00,Zone C,Bus,45.99,High,0.87,Rain,Thursday,0,60.02
2024-01-05 10:20:00,Zone C,Bike,45.85,Low,0.54,Clear,Friday,1,24.76
2024-01-09 10:10:00,Zone B,Bike,34.24,Medium,0.79,Clear,Tuesday,0,32.46
2024-01-19 22:52:00,Zone A,Bus,82.36,Medium,0.54,Rain,Friday,0,53.37
2024-01-28 04:11:00,Zone B,Bus,78.87,Medium,0.61,Rain,Sunday,1,57.73
2024-03-01 13:51:00,Zone A,Bike,61.01,Medium,0.99,Storm,Friday,1,72.48
2024-02-13 08:47:00,Zone B,Bus,27.22,Medium,0.67,Fog,Tuesday,0,21.88
2024-02-09 12:19:00,Zone C,Bus,27.44,High,0.73,Fog,Friday,1,30.05
2024-03-02 13:42:00,Zone A,Truck,94.45,High,0.83,Clear,Saturday,1,117.59
2024-02-12 14:50:00,Zone B,Car,92.58,Medium,0.77,Fog,Monday,0,85.54
2024-01-12 15:09:00,Zone C,Bike,87.32,High,0.72,Storm,Friday,1,94.31
2024-02-21 17:59:00,Zone A,Car,93.38,High,0.75,Clear,Wednesday,1,105.05
2024-02-07 14:15:00,Zone A,Bus,72.87,High,1.0,Fog,Wednesday,1,109.3
2024-01-24 04:45:00,Zone C,Car,81.49,Low,0.69,Clear,Wednesday,1,56.23
2024-01-17 08:14:00,Zone A,Bus,23.62,Medium,0.73,Fog,Wednesday,1,20.69
2024-02-23 10:46:00,Zone C,Bus,80.59,Medium,0.86,Fog,Friday,1,83.17
2024-01-18 00:55:00,Zone A,Truck,26.26,High,0.87,Fog,Thursday,0,34.27
2024-02-09 11:38:00,Zone C,Car,20.47,Low,0.88,Clear,Friday,0,18.01
2024-02-29 16:37:00,Zone B,Bus,75.34,High,0.8,Storm,Thursday,1,90.41
2024-02-26 07:07:00,Zone C,Bike,75.25,High,0.53,Storm,Monday,1,59.82
2024-01-08 23:26:00,Zone A,Truck,21.11,Low,0.95,Clear,Monday,0,20.05
2024-01-03 10:34:00,Zone A,Bus,71.89,High,0.53,Rain,Wednesday,1,57.15
2024-02-26 23:38:00,Zone C,Truck,26.89,Medium,0.75,Rain,Monday,1,24.2
2024-02-08 09:36:00,Zone A,Car,33.29,Low,0.59,Storm,Thursday,1,19.64
2024-02-12 21:59:00,Zone A,Bus,66.82,Low,0.69,Fog,Monday,1,46.11
2024-01-05 15:14:00,Zone B,Car,28.21,High,0.75,Storm,Friday,1,31.74
2024-02-15 02:52:00,Zone C,Bike,22.96,Medium,0.75,Storm,Thursday,1,20.66
2024-01-22 02:36:00,Zone C,Car,62.26,Medium,0.76,Fog,Monday,0,56.78
2024-01-25 09:07:00,Zone C,Bus,91.13,Low,0.94,Storm,Thursday,1,85.66
2024-02-10 19:22:00,Zone C,Bus,21.66,Medium,0.77,Rain,Saturday,1,20.01
2024-02-01 07:08:00,Zone B,Truck,60.61,High,0.66,Fog,Thursday,1,60.0
2024-01-12 22:31:00,Zone B,Bus,96.78,High,0.84,Fog,Friday,1,121.94
2024-01-15 17:57:00,Zone C,Truck,42.6,High,0.88,Clear,Monday,1,56.23
2024-01-12 18:00:00,Zone A,Truck,32.51,Medium,0.52,Clear,Friday,1,20.29
2024-02-14 22:33:00,Zone B,Truck,36.75,Low,0.79,Clear,Wednesday,1,29.03
2024-01-24 17:44:00,Zone B,Truck,33.98,High,0.81,Clear,Wednesday,0,41.29
2024-01-31 17:47:00,Zone B,Car,69.41,Low,0.66,Rain,Wednesday,1,45.81
2024-01-24 11:13:00,Zone B,Bike,81.55,High,0.91,Fog,Wednesday,0,111.32
2024-03-03 19:37:00,Zone C,Car,76.51,Medium,0.68,Storm,Sunday,0,62.43
2024-01-10 15:19:00,Zone C,Car,85.89,Low,0.72,Clear,Wednesday,0,61.84
2024-02-27 08:05:00,Zone A,Truck,92.88,Low,0.67,Fog,Tuesday,1,62.23
2024-03-10 08:32:00,Zone C,Bus,78.6,Low,0.7,Rain,Sunday,1,55.02
2024-01-31 10:57:00,Zone A,Car,87.89,Medium,0.54,Storm,Wednesday,0,56.95
2024-01-23 07:54:00,Zone B,Bike,42.94,Low,0.48,Clear,Tuesday,1,20.61
2024-02-03 21:35:00,Zone C,Bus,48.85,High,0.94,Rain,Saturday,0,68.88
2024-03-09 13:24:00,Zone C,Bus,82.98,Low,0.57,Storm,Saturday,1,47.3
2024-02-07 06:08:00,Zone B,Bike,95.5,Medium,0.55,Rain,Wednesday,0,63.03
2024-03-06 07:40:00,Zone C,Car,26.78,Medium,0.38,Storm,Wednesday,0,12.21
2024-02-09 12:14:00,Zone A,Bus,80.74,High,0.6,Rain,Friday,0,72.67
2024-02-27 11:46:00,Zone C,Bike,53.54,High,0.5,Fog,Tuesday,1,40.16
2024-02-01 07:49:00,Zone A,Bike,92.02,High,0.95,Rain,Thursday,1,131.13
2024-02-10 14:42:00,Zone C,Truck,91.01,High,0.85,Storm,Saturday,1,116.04
2024-02-29 01:13:00,Zone B,Truck,90.48,Low,0.6,Clear,Thursday,1,54.29
2024-02-05 11:57:00,Zone C,Truck,61.64,High,1.0,Fog,Monday,0,92.46
2024-01-09 10:46:00,Zone C,Bike,61.71,High,0.85,Rain,Tuesday,0,78.68
2024-01-03 12:55:00,Zone C,Bike,39.31,Medium,0.65,Storm,Wednesday,0,30.66
2024-03-07 15:02:00,Zone A,Bike,40.78,High,0.33,Fog,Thursday,0,20.19
2024-01-05 08:16:00,Zone C,Car,55.9,High,1.0,Clear,Friday,1,83.85
2024-01-31 20:30:00,Zone A,Truck,48.03,Medium,0.49,Rain,Wednesday,1,28.24
2024-02-17 07:13:00,Zone C,Truck,28.42,High,0.45,Rain,Saturday,1,19.18
2024-02-11 08:27:00,Zone A,Truck,76.93,Medium,0.85,Clear,Sunday,0,78.47
2024-01-06 15:51:00,Zone B,Truck,58.1,Medium,1.0,Clear,Saturday,1,69.72
2024-03-02 14:32:00,Zone C,Bus,67.06,High,0.91,Storm,Saturday,1,91.54
2024-02-23 04:25:00,Zone B,Bus,99.72,High,0.78,Storm,Friday,1,116.67
2024-01-15 19:44:00,Zone A,Truck,58.78,Medium,0.79,Rain,Monday,0,55.72
2024-03-04 05:05:00,Zone A,Bus,57.87,High,0.83,Rain,Monday,1,72.05
2024-01-11 19:26:00,Zone C,Bus,28.83,Medium,0.81,Fog,Thursday,0,28.02
2024-02-17 14:01:00,Zone A,Car,49.72,Medium,0.74,Fog,Saturday,1,44.15
2024-02-14 05:31:00,Zone A,Truck,31.37,High,0.72,Storm,Wednesday,0,33.88
2024-01-28 18:38:00,Zone B,Truck,34.65,High,0.69,Storm,Sunday,0,35.86
2024-01-12 03:13:00,Zone C,Bike,25.41,Low,0.59,Storm,Friday,1,14.99
2024-02-22 03:52:00,Zone B,Bus,92.02,Medium,0.66,Storm,Thursday,0,72.88
2024-03-10 08:30:00,Zone A,Bus,80.93,High,0.45,Storm,Sunday,0,54.63
2024-03-07 06:02:00,Zone B,Car,83.98,High,0.69,Storm,Thursday,1,86.92
2024-01-22 04:36:00,Zone B,Bike,63.28,High,0.55,Storm,Monday,1,52.21
2024-02-28 19:01:00,Zone A,Truck,76.58,High,0.53,Fog,Wednesday,0,60.88
2024-02-28 14:39:00,Zone C,Car,35.39,High,0.73,Clear,Wednesday,0,38.75
2024-03-09 07:37:00,Zone B,Car,29.62,High,0.91,Rain,Saturday,0,40.43
2024-01-26 00:39:00,Zone A,Truck,86.38,High,0.84,Storm,Friday,0,108.84
2024-02-18 13:32:00,Zone C,Bike,52.14,Low,0.46,Storm,Sunday,0,23.98
2024-01-31 22:38:00,Zone B,Truck,53.19,High,0.55,Fog,Wednesday,1,43.88
2024-01-24 09:48:00,Zone A,Car,98.38,High,0.84,Rain,Wednesday,1,123.96
2024-01-14 02:38:00,Zone A,Bike,81.46,Low,0.55,Fog,Sunday,1,44.8
2024-03-02 18:26:00,Zone A,Car,69.16,Medium,0.67,Rain,Saturday,0,55.6
2024-03-05 22:13:00,Zone A,Bike,51.2,Medium,0.78,Rain,Tuesday,1,47.92
2024-01-30 12:15:00,Zone B,Bus,95.33,Low,0.55,Clear,Tuesday,0,52.43
2024-01-22 19:27:00,Zone C,Truck,59.44,High,0.72,Storm,Monday,0,64.2
2024-01-25 12:16:00,Zone A,Bike,57.19,Medium,0.5,Clear,Thursday,1,34.31
2024-01-03 15:08:00,Zone B,Truck,93.1,Low,0.61,Fog,Wednesday,0,56.79
2024-01-23 10:05:00,Zone C,Truck,44.37,Medium,0.75,Storm,Tuesday,0,39.93
2024-02-27 20:55:00,Zone C,Truck,82.63,Low,0.46,Fog,Tuesday,0,38.01
2024-01-23 07:33:00,Zone C,Bus,96.91,High,0.77,Storm,Tuesday,0,111.93
2024-01-01 02:11:00,Zone B,Bike,72.24,Low,0.7,Clear,Monday,0,50.57
2024-02-13 21:21:00,Zone B,Bike,87.16,Medium,0.78,Fog,Tuesday,0,81.58
2024-02-23 06:17:00,Zone C,Bike,23.64,High,0.73,Clear,Friday,1,25.89
2024-01-09 03:59:00,Zone B,Car,86.44,High,0.9,Fog,Tuesday,1,116.69
2024-01-20 04:36:00,Zone C,Bike,90.71,Medium,0.72,Fog,Saturday,1,78.37
2024-01-25 20:24:00,Zone A,Bike,47.33,Medium,0.64,Fog,Thursday,0,36.35
2024-03-03 23:21:00,Zone A,Car,68.7,Low,0.72,Clear,Sunday,0,49.46
2024-02-07 14:34:00,Zone C,Bus,81.0,High,0.78,Clear,Wednesday,0,94.77
2024-02-19 00:41:00,Zone A,Bus,73.78,Medium,0.71,Storm,Monday,1,62.86
2024-02-05 04:52:00,Zone A,Car,29.98,Medium,0.71,Rain,Monday,1,25.54
2024-01-01 20:27:00,Zone A,Car,80.67,High,0.59,Fog,Monday,0,71.39
2024-01-09 04:32:00,Zone C,Bike,84.67,Low,0.6,Rain,Tuesday,1,50.8
2024-02-03 00:59:00,Zone A,Bike,59.43,High,0.49,Rain,Saturday,0,43.68
2024-01-18 20:21:00,Zone C,Bus,28.88,Medium,0.96,Storm,Thursday,0,33.27
2024-02-20 05:23:00,Zone A,Truck,25.23,Low,0.51,Clear,Tuesday,0,12.87
2024-01-24 15:09:00,Zone C,Truck,90.48,High,0.6,Fog,Wednesday,0,81.43
2024-03-02 17:04:00,Zone A,Bike,74.45,Medium,0.59,Clear,Saturday,1,52.71
2024-02-28 08:12:00,Zone C,Car,88.31,Medium,0.83,Storm,Wednesday,1,87.96
2024-01-25 22:38:00,Zone A,Bus,59.65,High,0.66,Clear,Thursday,0,59.05
2024-01-05 06:35:00,Zone B,Bus,62.59,Medium,0.89,Clear,Friday,1,66.85
2024-01-18 17:07:00,Zone B,Car,90.41,Low,0.6,Rain,Thursday,1,54.25
2024-01-07 18:37:00,Zone A,Truck,33.16,Medium,0.74,Clear,Sunday,0,29.45
2024-01-03 12:53:00,Zone B,Bus,84.64,High,0.57,Fog,Wednesday,1,72.37
2024-01-23 11:54:00,Zone A,Bus,39.07,Medium,1.0,Clear,Tuesday,1,46.88
2024-02-17 07:14:00,Zone A,Car,82.06,High,0.52,Storm,Saturday,0,64.01
2024-02-26 22:05:00,Zone B,Car,26.84,Low,0.75,Clear,Monday,1,20.13
2024-01-29 12:22:00,Zone C,Car,82.61,Low,0.8,Storm,Monday,0,66.09
2024-01-28 10:34:00,Zone C,Bus,25.26,High,0.76,Clear,Sunday,0,28.8
2024-01-27 20:15:00,Zone B,Bus,27.67,Medium,0.67,Rain,Saturday,0,22.25
2024-02-11 06:29:00,Zone B,Bus,83.61,High,0.68,Clear,Sunday,1,85.28
2024-02-29 05:57:00,Zone C,Car,56.33,Medium,0.71,Rain,Thursday,0,47.99
2024-01-10 08:19:00,Zone A,Car,67.43,Low,0.68,Rain,Wednesday,1,45.85
2024-02-02 08:21:00,Zone B,Bus,77.97,Medium,0.84,Rain,Friday,0,78.59
2024-01-13 12:45:00,Zone A,Car,30.21,High,1.0,Storm,Saturday,1,45.32
2024-01-29 07:48:00,Zone C,Truck,31.79,Medium,0.62,Fog,Monday,1,23.65
2024-02-03 13:43:00,Zone A,Truck,24.59,High,0.49,Clear,Saturday,1,18.07
2024-02-01 07:04:00,Zone A,Truck,71.24,Low,0.69,Clear,Thursday,1,49.16
2024-01-18 05:39:00,Zone C,Bus,75.58,Medium,1.0,Fog,Thursday,1,90.7
2024-02-26 01:53:00,Zone B,Bus,46.29,Low,0.58,Storm,Monday,0,26.85
2024-02-15 03:22:00,Zone A,Car,71.1,High,0.95,Rain,Thursday,1,101.32
2024-02-26 18:58:00,Zone A,Truck,58.46,Medium,0.95,Storm,Monday,0,66.64
2024-02-06 10:29:00,Zone A,Car,49.03,Low,0.62,Fog,Tuesday,0,30.4
2024-02-20 11:44:00,Zone A,Truck,43.25,Low,0.79,Fog,Tuesday,0,34.17
2024-01-03 16:50:00,Zone A,Truck,42.73,Low,0.94,Fog,Wednesday,0,40.17
2024-01-31 22:20:00,Zone C,Truck,34.28,Low,0.64,Rain,Wednesday,1,21.94
2024-01-10 05:03:00,Zone A,Truck,50.31,Low,0.67,Fog,Wednesday,0,33.71
2024-01-28 18:26:00,Zone B,Truck,49.57,Medium,0.61,Rain,Sunday,1,36.29
2024-03-05 17:04:00,Zone A,Car,31.55,Low,0.55,Rain,Tuesday,0,17.35
2024-02-18 11:23:00,Zone B,Bike,45.44,Medium,0.6,Rain,Sunday,0,32.72
2024-02-26 01:44:00,Zone C,Truck,88.35,Medium,0.52,Rain,Monday,1,55.13
2024-01-23 11:57:00,Zone A,Bike,89.83,High,0.71,Storm,Tuesday,0,95.67
2024-03-07 04:48:00,Zone A,Bus,83.28,High,0.58,Clear,Thursday,0,72.45
2024-02-16 07:05:00,Zone B,Bike,59.89,Medium,0.74,Rain,Friday,1,53.18
2024-03-05 20:27:00,Zone B,Bus,77.25,Medium,0.47,Storm,Tuesday,1,43.57
2024-02-22 21:37:00,Zone B,Car,36.58,Low,0.75,Storm,Thursday,0,27.44
2024-02-06 00:51:00,Zone A,Bike,54.0,Medium,0.83,Rain,Tuesday,1,53.78
2024-01-24 04:01:00,Zone C,Car,30.75,Low,0.4,Fog,Wednesday,1,12.3
2024-02-17 05:22:00,Zone B,Truck,66.72,Medium,0.76,Fog,Saturday,1,60.85
2024-02-11 01:33:00,Zone B,Bus,52.72,Medium,0.88,Fog,Sunday,1,55.67
2024-02-04 19:18:00,Zone A,Truck,55.34,Medium,0.52,Clear,Sunday,1,34.53
2024-01-08 12:02:00,Zone B,Car,82.87,Low,0.95,Clear,Monday,0,78.73
2024-01-07 11:51:00,Zone B,Car,63.68,Medium,0.76,Rain,Sunday,1,58.08
2024-01-23 18:11:00,Zone B,Bike,35.25,High,0.59,Rain,Tuesday,1,31.2
2024-01-01 18:38:00,Zone B,Bike,85.78,Medium,0.69,Storm,Monday,0,71.03
2024-02-12 23:06:00,Zone C,Truck,89.24,Low,0.78,Rain,Monday,0,69.61
2024-02-13 04:25:00,Zone A,Bus,77.8,Medium,0.71,Fog,Tuesday,0,66.29
2024-01-29 11:55:00,Zone A,Bus,81.61,High,0.78,Storm,Monday,0,95.48
2024-02-09 22:18:00,Zone B,Car,49.98,High,0.56,Rain,Friday,1,41.98
2024-03-08 03:45:00,Zone A,Bus,84.83,Medium,0.73,Fog,Friday,0,74.31
2024-02-08 03:38:00,Zone B,Bus,81.03,High,0.49,Fog,Thursday,1,59.56
2024-02-23 10:13:00,Zone A,Car,93.77,Low,0.68,Fog,Friday,1,63.76
2024-02-04 17:00:00,Zone A,Bus,25.1,Medium,0.56,Rain,Sunday,1,16.87
2024-01-10 21:19:00,Zone B,Bus,71.12,Medium,0.59,Clear,Wednesday,0,50.35
2024-01-10 11:52:00,Zone C,Truck,22.56,High,0.89,Storm,Wednesday,0,30.12
2024-01-17 23:50:00,Zone A,Car,92.91,Medium,0.86,Fog,Wednesday,0,95.88
2024-01-22 05:04:00,Zone B,Car,56.37,Medium,0.79,Clear,Monday,0,53.44
2024-01-30 17:50:00,Zone B,Bus,32.56,Low,0.54,Rain,Tuesday,1,17.58
2024-02-13 12:45:00,Zone C,Car,51.12,Low,0.65,Rain,Tuesday,0,33.23
2024-01-29 04:40:00,Zone B,Bus,32.7,High,0.88,Fog,Monday,0,43.16
2024-02-15 17:40:00,Zone C,Bus,42.04,Low,0.72,Rain,Thursday,1,30.27
2024-01-06 19:44:00,Zone B,Truck,62.07,High,1.0,Storm,Saturday,1,93.1
2024-02-12 02:46:00,Zone C,Car,78.98,Medium,0.76,Storm,Monday,1,72.03
2024-03-04 17:51:00,Zone C,Bike,51.29,Low,0.73,Storm,Monday,0,37.44
2024-01-17 08:17:00,Zone C,Bus,56.63,High,0.65,Rain,Wednesday,0,55.21
2024-02-05 19:43:00,Zone C,Car,39.18,Low,0.72,Fog,Monday,1,28.21
2024-03-01 16:20:00,Zone A,Truck,92.7,Medium,0.68,Clear,Friday,1,75.64
2024-01-07 23:11:00,Zone A,Bike,52.81,Low,0.81,Fog,Sunday,0,42.78
2024-02-16 01:30:00,Zone A,Bus,22.14,High,0.84,Storm,Friday,1,27.9
2024-02-01 06:43:00,Zone C,Bus,88.46,Medium,0.58,Clear,Thursday,0,61.57
2024-01-23 19:27:00,Zone A,Truck,46.17,High,0.5,Storm,Tuesday,1,34.63
2024-02-11 23:50:00,Zone A,Car,63.87,Low,0.42,Storm,Sunday,0,26.83
2024-02-12 20:27:00,Zone B,Truck,33.65,Low,0.78,Clear,Monday,0,26.25
2024-01-27 18:34:00,Zone A,Bus,33.48,High,0.53,Clear,Saturday,1,26.62
2024-01-14 23:19:00,Zone B,Bike,34.24,High,0.38,Clear,Sunday,0,19.52
2024-02-10 05:41:00,Zone C,Car,86.92,High,0.76,Clear,Saturday,1,99.09
2024-03-03 20:05:00,Zone B,Bus,24.19,Low,1.0,Clear,Sunday,1,24.19
2024-01-19 08:42:00,Zone A,Bike,92.7,Low,0.7,Clear,Friday,0,64.89
2024-02-08 09:10:00,Zone A,Car,46.97,Low,0.83,Clear,Thursday,0,38.99
2024-01-09 19:01:00,Zone C,Truck,77.92,Low,0.71,Storm,Tuesday,0,55.32
2024-01-30 18:39:00,Zone B,Truck,69.97,High,0.69,Storm,Tuesday,1,72.42
2024-01-11 23:54:00,Zone A,Truck,28.47,Medium,0.84,Rain,Thursday,0,28.7
2024-02-06 14:29:00,Zone C,Bike,20.96,Low,0.66,Storm,Tuesday,0,13.83
2024-01-07 00:12:00,Zone C,Bike,72.0,Medium,0.74,Clear,Sunday,0,63.94
2024-01-20 21:27:00,Zone B,Bike,81.4,Medium,0.75,Clear,Saturday,0,73.26
2024-01-23 22:22:00,Zone A,Bike,98.51,High,0.6,Storm,Tuesday,0,88.66
2024-01-31 05:22:00,Zone A,Bike,98.24,High,0.85,Storm,Wednesday,0,125.26
2024-01-31 12:02:00,Zone A,Bus,50.59,High,0.67,Rain,Wednesday,0,50.84
2024-01-22 04:08:00,Zone A,Car,44.71,High,0.59,Storm,Monday,0,39.57
2024-02-26 09:53:00,Zone A,Car,31.0,Medium,0.78,Fog,Monday,0,29.02
2024-01-14 19:19:00,Zone B,Truck,71.36,Low,0.57,Storm,Sunday,1,40.68
2024-01-13 05:18:00,Zone B,Bike,71.49,Low,0.7,Storm,Saturday,1,50.04
2024-03-09 07:36:00,Zone A,Truck,87.75,Medium,0.7,Fog,Saturday,0,73.71
2024-01-19 17:36:00,Zone C,Car,92.53,High,0.86,Rain,Friday,0,119.36
2024-02-25 08:20:00,Zone B,Bike,34.68,High,0.77,Clear,Sunday,0,40.06
2024-02-14 18:00:00,Zone A,Truck,24.17,Low,0.7,Rain,Wednesday,0,16.92
2024-01-09 08:27:00,Zone A,Truck,38.9,Low,0.82,Storm,Tuesday,1,31.9
2024-01-29 08:24:00,Zone A,Truck,39.59,Low,0.91,Rain,Monday,1,36.03
2024-01-26 23:21:00,Zone C,Bus,97.42,Low,0.78,Fog,Friday,1,75.99
2024-01-08 06:47:00,Zone B,Bus,50.22,Medium,0.7,Storm,Monday,1,42.18
2024-02-15 23:49:00,Zone C,Bus,80.83,Medium,0.5,Clear,Thursday,1,48.5
2024-02-08 21:39:00,Zone A,Bike,67.61,Low,0.54,Rain,Thursday,1,36.51
2024-02-04 15:06:00,Zone B,Bike,56.29,Medium,0.65,Storm,Sunday,0,43.91
2024-01-31 07:57:00,Zone A,Bus,35.66,Low,0.61,Clear,Wednesday,0,21.75
